subjID,TrialNum,List,BlockOrder,ItemNum,Condition,TrialType,SentenceType,Sentence,Response,A_rating,B_rating
17483393511275489231,1,8,4,67,Speaker_Error,exposure,swap,The playwright selected the resemblance because of his understudy to the lead actor.,hi hi
17483393511275489231,2,8,4,57,Speaker_Error,exposure,insertion,A legislator lied to the consultant about for a new bill.,
17483393511275489231,3,8,4,61,Speaker_Error,exposure,insertion,The archivist found a document dating back to was the Nixon administration.,
17483393511275489231,4,8,4,52,Speaker_Error,exposure,deletion,The spy monitored a baroness several months.,
17483393511275489231,5,8,4,53,Speaker_Error,exposure,deletion,The terrorist assassinated the newsman cold blood.,
17483393511275489231,6,8,4,60,Speaker_Error,exposure,insertion,The acrobat respected after the ballerina because she went to Juilliard.,
17483393511275489231,7,8,4,80,Speaker_Error,filler,filler,The charity built a house for the hurricane victim.,
17483393511275489231,8,8,4,90,Speaker_Error,filler,filler,The apple was placed on the teacher's desk.,
17483393511275489231,9,8,4,77,Speaker_Error,filler,filler,The man was nudged by the woman.,
17483393511275489231,10,8,4,83,Speaker_Error,filler,filler,The boyfriend obtained some concert tickets for his girlfriend.,
17483393511275489231,11,8,4,69,Speaker_Error,exposure,deletion,The spokesman toasted a muffin for the agent the early morning appointment.,
17483393511275489231,12,8,4,79,Speaker_Error,filler,filler,A magnificent diamond sparkled on the prince's finger.,
17483393511275489231,13,8,4,70,Speaker_Error,exposure,swap,The advisee opened a file for the visitor some with trepidation.,
17483393511275489231,14,8,4,66,Speaker_Error,exposure,swap,The preacher irritated a parishioner because she used was to shorter sermons.,
17483393511275489231,15,8,4,51,Speaker_Error,exposure,deletion,The dealer shuffled deck before distributing the cards.,
17483393511275489231,16,8,4,59,Speaker_Error,exposure,insertion,The pianist met with a beautician to about prepare for her recital.,
17483393511275489231,17,8,4,78,Speaker_Error,filler,filler,The grocery store didn't have any more whole wheat bread in stock.,
17483393511275489231,18,8,4,98,Speaker_Error,filler,filler,A ghost appeared above the bed.,
17483393511275489231,19,8,4,86,Speaker_Error,filler,filler,The soccer mom was offended by the journalist because he asked rude questions.,
17483393511275489231,20,8,4,92,Speaker_Error,filler,filler,The bartender poured a drink for the customer.,
17483393511275489231,21,8,4,55,Speaker_Error,exposure,deletion,An analyst angered the economist after he interrupted phone conference five times.,
17483393511275489231,22,8,4,56,Speaker_Error,exposure,deletion,The intern begged a programmer to edit the program because it due the next day.,
17483393511275489231,23,8,4,62,Speaker_Error,exposure,insertion,The sculptor brought a shell from with the ocean floor.,
17483393511275489231,24,8,4,72,Speaker_Error,filler,filler,The waitress fixed a sandwich for the customer.,
17483393511275489231,25,8,4,65,Speaker_Error,exposure,swap,The robot killed a scientist from escaping before the laboratory.,
17483393511275489231,26,8,4,88,Speaker_Error,filler,filler,The sergeant assigned a locker to the private after the meeting.,
17483393511275489231,27,8,4,64,Speaker_Error,exposure,swap,The defendant misled a juryman when she worked that she said for the government.,
17483393511275489231,28,8,4,58,Speaker_Error,exposure,insertion,The insurer paid the victim because while his car had been destroyed.,
17483393511275489231,29,8,4,73,Speaker_Error,filler,filler,The man ordered some champagne for his girlfriend.,
17483393511275489231,30,8,4,68,Speaker_Error,exposure,swap,The status conducted an inquiry into the professor of the file.,
17483393511275489231,31,8,4,82,Speaker_Error,filler,filler,The architect was commissioned by the large company.,
17483393511275489231,32,8,4,63,Speaker_Error,exposure,swap,The cameraman was paid to follow a bridesmaid down the camera with his aisle.,
17483393511275489231,33,8,4,54,Speaker_Error,exposure,deletion,The witch was hanged an executioner promptly at dawn.,
17483393511275489231,34,8,4,97,Speaker_Error,filler,filler,The submarine captain accepted the mission.,
17483393511275489231,35,8,4,71,Speaker_Error,filler,filler,The woman saved a seat for her husband.,
17483393511275489231,36,8,4,48,Speaker_noError,exposure,swap,The toddler hugged a teddybear because he was scared.,
17483393511275489231,37,8,4,110,Speaker_noError,filler,filler,The name was engraved on the ring.,
17483393511275489231,38,8,4,118,Speaker_noError,filler,filler,The lawyer was insulted by the judge.,
17483393511275489231,39,8,4,122,Speaker_noError,filler,filler,The TA was criticized by the professor.,
17483393511275489231,40,8,4,36,Speaker_noError,exposure,deletion,The rioter stapled the sign to a bulletin board in the corridor.,
17483393511275489231,41,8,4,47,Speaker_noError,exposure,swap,The Vikings raided a village in search of the warrior.,
17483393511275489231,42,8,4,128,Speaker_noError,filler,filler,The girl was pushed by the boy.,
17483393511275489231,43,8,4,41,Speaker_noError,exposure,insertion,The presenter was criticized by a legislator because of his speech impediment.,
17483393511275489231,44,8,4,50,Speaker_noError,exposure,swap,The runner filled a bottle with cold tap water.,
17483393511275489231,45,8,4,107,Speaker_noError,filler,filler,The apprentice fetched a hammer for the carpenter.,ho ho
17483393511275489231,46,8,4,33,Speaker_noError,exposure,deletion,The trainer filled a bag with ice for the injured client.,
17483393511275489231,47,8,4,39,Speaker_noError,exposure,insertion,A socialite was greeted by the butler with a plate of caviar.,
17483393511275489231,48,8,4,38,Speaker_noError,exposure,insertion,The surgeon called for a nurse to assist him with the operation.,
17483393511275489231,49,8,4,45,Speaker_noError,exposure,swap,The colonel was knighted by the queen because of his loyalty.,
17483393511275489231,50,8,4,121,Speaker_noError,filler,filler,The runner trained for months before the marathon.,
17483393511275489231,51,8,4,102,Speaker_noError,filler,filler,Some of the woman's cats were scared of dogs but most of them weren't.,
17483393511275489231,52,8,4,42,Speaker_noError,exposure,insertion,A bystander was rescued by the fireman in the nick of time.,
17483393511275489231,53,8,4,31,Speaker_noError,exposure,deletion,The pirate stole the booty from an officer.,
17483393511275489231,54,8,4,130,Speaker_noError,filler,filler,The bank robber spent thirty minutes cracking the code for the safe.,
17483393511275489231,55,8,4,32,Speaker_noError,exposure,deletion,The supplier described a scenario for the class after explaining basic concepts.,
17483393511275489231,56,8,4,40,Speaker_noError,exposure,insertion,The performer lifted the acrobat onto her shoulders gracefully.,
17483393511275489231,57,8,4,37,Speaker_noError,exposure,deletion,The beekeeper selected a honeycomb carefully from a hive of swarming bees.,
